Visit Timestamp	URL	Title	Duration	Transition Type	Qualifier(s)	From Visit URL
2023-05-01 13:24:20	"https://www.google.com/search?q=magisk&oq=magisk&aqs=chrome..69i57.1010j0j7&client=ms-android-vf-au-
rvc3&sourceid=chrome-mobile&ie=UTF-8"	magisk - Google Search	00:00:02.638	GENERATED	FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 13:24:23	https://github.com/topjohnwu/Magisk/releases	Releases · topjohnwu/Magisk		LINK	CHAIN_START, CHAIN_END	https://www.google.com/search?q=magisk&oq=magisk&aqs=chrome..69i57.1010j0j7&client=ms-android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8
2023-05-01 13:24:24	https://github.com/topjohnwu/Magisk/releases	Releases · topjohnwu/Magisk		LINK	CHAIN_START, CHAIN_END	
2023-05-01 13:24:24	https://github.com/topjohnwu/Magisk/releases	Releases · topjohnwu/Magisk		LINK	CHAIN_START, CHAIN_END	
2023-05-01 13:51:25	https://github.com/topjohnwu/Magisk/releases	Releases · topjohnwu/Magisk		RELOAD	CHAIN_START, CHAIN_END	
2023-05-01 13:51:33	"https://www.google.com/search?q=where+to+buy+fruit&oq=where+to+buy+fruit&aqs=chrome..69i57j0i433i512
j0i512j0i457i512j0i402i650l2j0i512l9.3120j0j4&client=ms-android-vf-au-rvc3&sourceid=chrome-
mobile&ie=UTF-8"	where to buy fruit - Google Search	00:00:04.209	GENERATED	FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 13:51:37	https://www.harrisfarm.com.au/collections/fruit	Buy Fruit Online | Shop Online with Harris Farm Markets | Harris Farm Markets		LINK	CHAIN_START, CHAIN_END	https://www.google.com/search?q=where+to+buy+fruit&oq=where+to+buy+fruit&aqs=chrome..69i57j0i433i512j0i512j0i457i512j0i402i650l2j0i512l9.3120j0j4&client=ms-android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8
2023-05-01 13:51:40	"https://www.google.com/search?q=where+to+buy+fruit&oq=where+to+buy+fruit&aqs=chrome..69i57j0i433i512
j0i512j0i457i512j0i402i650l2j0i512l9.3120j0j4&client=ms-android-vf-au-rvc3&sourceid=chrome-
mobile&ie=UTF-8"	where to buy fruit - Google Search		GENERATED	FORWARD_BACK, FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 14:32:08	"https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-
android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8"	busybox - Google Search	00:00:03.196	GENERATED	FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 14:32:11	https://busybox.net/	BusyBox		LINK	CHAIN_START, CHAIN_END	https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8
2023-05-01 14:32:17	"https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-
android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8"	busybox - Google Search		GENERATED	FORWARD_BACK, FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 14:32:21	"https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-
android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8#ip=1"	busybox - Google Search	00:00:00.338	LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:32:21	https://github.com/meefik/busybox	GitHub - meefik/busybox: BusyBox for Android		LINK	CHAIN_START, CHAIN_END	https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8#ip=1
2023-05-01 14:32:21	https://github.com/meefik/busybox	GitHub - meefik/busybox: BusyBox for Android		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:32:22	https://github.com/meefik/busybox	GitHub - meefik/busybox: BusyBox for Android		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:32:26	https://github.com/meefik/busybox	GitHub - meefik/busybox: BusyBox for Android		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:32:26	https://github.com/meefik/busybox/releases/latest	Release BusyBox 1.34.1 · meefik/busybox · GitHub		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:32:26	https://github.com/meefik/busybox/releases/tag/1.34.1	Release BusyBox 1.34.1 · meefik/busybox · GitHub		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:32:26	https://github.com/meefik/busybox/releases/tag/1.34.1	Release BusyBox 1.34.1 · meefik/busybox · GitHub		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:33:25	https://github.com/meefik/busybox	GitHub - meefik/busybox: BusyBox for Android		LINK	FORWARD_BACK, CHAIN_START, CHAIN_END	
2023-05-01 14:33:27	"https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-
android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8#ip=1"	busybox - Google Search		GENERATED	FORWARD_BACK, FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 14:33:32	"https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-
android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8#ip=1&sbfbu=1&pi=busybox"	busybox - Google Search		LINK	CHAIN_START, CHAIN_END	
2023-05-01 14:33:33	"https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-
android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8#ip=1"	busybox - Google Search	00:00:00.503	GENERATED	FORWARD_BACK, FROM_ADDRESS_BAR, CHAIN_START, CHAIN_END	
2023-05-01 14:33:33	"https://www.google.com/search?q=busybox+apk&client=ms-android-vf-au-rvc3&ei=aM1PZI_eKdGl2roP_ZiokAU&
oq=busybox&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAz
IKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQigUQsAMQQzIKCA
AQigUQsAMQQzIKCAAQigUQsAMQQzIMCAAQigUQsAMQChBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIAB
CKBRCwAxBDMgoIABCKBRCwAxBDSgQIQRgAUABYAGDYCWgBcAB4AIABAIgBAJIBAJgBAMgBEcABAQ&sclient=mobile-gws-wiz-
serp"	busybox apk - Google Search	00:00:01.031	FORM_SUBMIT	CHAIN_START, CHAIN_END	https://www.google.com/search?q=busybox&oq=busybox&aqs=chrome..69i57j0i512l14.3567j0j9&client=ms-android-vf-au-rvc3&sourceid=chrome-mobile&ie=UTF-8#ip=1
2023-05-01 14:33:34	"https://www.google.com/search?q=busybox+apk&client=ms-android-vf-au-rvc3&ei=aM1PZI_eKdGl2roP_ZiokAU&
oq=busybox&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAz
IKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQigUQsAMQQzIKCA
AQigUQsAMQQzIKCAAQigUQsAMQQzIMCAAQigUQsAMQChBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIAB
CKBRCwAxBDMgoIABCKBRCwAxBDSgQIQRgAUABYAGDYCWgBcAB4AIABAIgBAJIBAJgBAMgBEcABAQ&sclient=mobile-gws-wiz-
serp"	busybox apk - Google Search	00:00:03.566	LINK	CHAIN_START, CHAIN_END	https://www.google.com/search?q=busybox+apk&client=ms-android-vf-au-rvc3&ei=aM1PZI_eKdGl2roP_ZiokAU&oq=busybox&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYATIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQRxDWBBCwAzIKCAAQigUQsAMQQzIKCAAQigUQsAMQQzIKCAAQigUQsAMQQzIMCAAQigUQsAMQChBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDMgoIABCKBRCwAxBDSgQIQRgAUABYAGDYCWgBcAB4AIABAIgBAJIBAJgBAMgBEcABAQ&sclient=mobile-gws-wiz-serp
