Type	Name	Permission	Granted?	Flag
package	com.google.android.carriersetup	com.verizon.mips.services.RECEIVE_SUW_CARRIER_SCREENS_UPDATE	true	0
package	com.google.android.carriersetup	android.permission.READ_PRIVILEGED_PHONE_STATE	true	0
package	com.google.android.carriersetup	com.google.android.apps.carrier.log.permission.SEND_LOGS	true	0
package	com.google.android.carriersetup	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.google.android.carriersetup	com.google.android.setupwizard.SETUP_COMPAT_SERVICE	true	0
package	com.google.android.carriersetup	android.permission.CONNECTIVITY_USE_RESTRICTED_NETWORKS	true	0
package	com.google.android.carriersetup	android.permission.MANAGE_NETWORK_POLICY	true	0
package	com.google.android.carriersetup	android.permission.MODIFY_PHONE_STATE	true	0
package	com.android.cts.priv.ctsshim	android.permission.POST_NOTIFICATIONS	false	100
package	com.google.android.youtube	android.permission.POST_NOTIFICATIONS	true	301
package	com.google.android.youtube	com.google.android.c2dm.permission.RECEIVE	true	0
package	com.google.android.youtube	android.permission.ACCESS_FINE_LOCATION	false	300
package	com.google.android.youtube	android.permission.USE_CREDENTIALS	true	0
package	com.google.android.youtube	com.google.android.providers.gsf.permission.READ_GSERVICES	true	0
package	com.google.android.youtube	com.google.android.youtube.permission.C2D_MESSAGE	true	0
package	com.google.android.youtube	android.permission.MANAGE_ACCOUNTS	true	0
package	com.google.android.youtube	android.permission.NFC	true	0
package	com.google.android.youtube	android.permission.FOREGROUND_SERVICE	true	0
package	com.google.android.youtube	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.google.android.youtube	android.permission.HIGH_SAMPLING_RATE_SENSORS	true	0
package	com.google.android.youtube	com.google.android.gms.permission.AD_ID_NOTIFICATION	true	0
package	com.google.android.youtube	android.permission.INTERNET	true	0
package	com.google.android.youtube	android.permission.READ_EXTERNAL_STORAGE	false	2380
package	com.google.android.youtube	android.permission.GET_PACKAGE_SIZE	true	0
package	com.google.android.youtube	android.permission.ACCESS_COARSE_LOCATION	false	300
package	com.google.android.youtube	android.permission.READ_PHONE_STATE	false	300
package	com.google.android.youtube	android.permission.READ_MEDIA_IMAGES	false	380
package	com.google.android.youtube	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.google.android.youtube	android.permission.CAMERA	false	300
package	com.google.android.youtube	android.permission.READ_MEDIA_AUDIO	false	380
package	com.google.android.youtube	android.permission.READ_MEDIA_VIDEO	false	380
package	com.google.android.youtube	android.permission.USE_FINGERPRINT	true	0
package	com.google.android.youtube	android.permission.GET_ACCOUNTS	false	300
package	com.google.android.youtube	android.permission.WRITE_EXTERNAL_STORAGE	false	2300
package	com.google.android.youtube	android.permission.VIBRATE	true	0
package	com.google.android.youtube	android.permission.ACCESS_WIFI_STATE	true	0
package	com.google.android.youtube	android.permission.USE_BIOMETRIC	true	0
package	com.google.android.youtube	android.permission.RECORD_AUDIO	false	300
package	com.google.android.youtube	com.google.android.gms.permission.AD_ID	true	0
package	com.google.android.youtube	android.permission.WAKE_LOCK	true	0
package	com.google.android.youtube	android.permission.READ_CONTACTS	false	300
package	com.vzw.apnlib	android.permission.POST_NOTIFICATIONS	false	100
package	com.google.android.ext.services	android.permission.PROVIDE_RESOLVER_RANKER_SERVICE	true	0
package	com.google.android.ext.services	android.ext.services.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true	0
package	com.google.android.ext.services	android.permission.MONITOR_DEFAULT_SMS_PACKAGE	true	0
package	com.google.android.ext.services	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.google.android.ext.services	android.permission.INTERNET	true	0
package	com.google.android.ext.services	android.permission.ACCESS_COARSE_LOCATION	true	20
package	com.google.android.ext.services	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.google.android.ext.services	android.permission.REQUEST_NOTIFICATION_ASSISTANT_SERVICE	true	0
package	com.google.android.ext.services	android.permission.INTERACT_ACROSS_USERS	true	0
package	com.google.android.ext.services	android.permission.QUERY_ALL_PACKAGES	true	0
package	com.google.android.ext.services	android.permission.READ_DEVICE_CONFIG	true	0
package	com.google.android.carrierlocation	android.permission.ACCESS_FINE_LOCATION	false	100
package	com.google.android.carrierlocation	androidx.appcompat.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true	0
package	com.google.android.carrierlocation	androidx.core.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true	0
package	com.google.android.carrierlocation	android.permission.ACCESS_COARSE_LOCATION	false	180
package	com.google.android.carrierlocation	android.permission.ACCESS_BACKGROUND_LOCATION	false	2100
package	com.android.sdm.plugins.connmo	android.permission.WRITE_SETTINGS	true	0
package	com.android.sdm.plugins.connmo	vendor.android.permission.BIND_OEMRILHOOK	true	0
package	com.android.sdm.plugins.connmo	android.permission.CHANGE_NETWORK_STATE	true	0
package	com.android.sdm.plugins.connmo	android.permission.INTERNET	true	0
package	com.android.sdm.plugins.connmo	com.android.permission.CONNMO_SETTINGS	true	0
package	com.android.sdm.plugins.connmo	android.permission.WRITE_SECURE_SETTINGS	true	0
package	com.android.sdm.plugins.connmo	com.android.permission.WRITE_OMADM_SETTINGS	true	0
package	com.android.sdm.plugins.connmo	android.permission.READ_PRIVILEGED_PHONE_STATE	true	0
package	com.android.sdm.plugins.connmo	android.permission.CALL_PHONE	false	100
package	com.android.sdm.plugins.connmo	android.permission.WRITE_APN_SETTINGS	true	0
package	com.android.sdm.plugins.connmo	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.android.sdm.plugins.connmo	android.permission.CHANGE_CONFIGURATION	true	0
package	com.android.sdm.plugins.connmo	androidx.legacy.v4.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true	0
package	com.android.sdm.plugins.connmo	android.permission.MODIFY_PHONE_STATE	true	0
package	com.android.sdm.plugins.connmo	android.permission.WAKE_LOCK	true	0
package	com.google.android.googlequicksearchbox	android.permission.REAL_GET_TASKS	true	0
package	com.google.android.googlequicksearchbox	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true	0
package	com.google.android.googlequicksearchbox	android.permission.WRITE_SETTINGS	true	0
package	com.google.android.googlequicksearchbox	android.permission.READ_SMS	true	3320
package	com.google.android.googlequicksearchbox	com.google.android.googlequicksearchbox.permission.C2D_MESSAGE	true	0
package	com.google.android.googlequicksearchbox	android.permission.READ_CALENDAR	true	320
package	com.google.android.googlequicksearchbox	android.permission.POST_NOTIFICATIONS	true	320
package	com.google.android.googlequicksearchbox	android.permission.READ_CALL_LOG	true	3320
package	com.google.android.googlequicksearchbox	com.google.android.c2dm.permission.RECEIVE	true	0
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_FINE_LOCATION	true	320
package	com.google.android.googlequicksearchbox	android.permission.USE_CREDENTIALS	true	0
package	com.google.android.googlequicksearchbox	android.permission.MODIFY_AUDIO_SETTINGS	true	0
package	com.google.android.googlequicksearchbox	android.permission.ENTER_CAR_MODE_PRIORITIZED	true	0
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_NOTIFICATION_POLICY	true	0
package	com.google.android.googlequicksearchbox	android.permission.MODIFY_AUDIO_ROUTING	true	0
package	com.google.android.googlequicksearchbox	com.android.chrome.permission.TRANSLATE	true	0
package	com.google.android.googlequicksearchbox	com.google.android.providers.gsf.permission.READ_GSERVICES	true	0
package	com.google.android.googlequicksearchbox	android.permission.ANSWER_PHONE_CALLS	false	300
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_HOTWORD_DETECTION	true	0
package	com.google.android.googlequicksearchbox	com.google.android.voicesearch.AUDIO_FILE_ACCESS	true	0
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_ACCOUNTS	true	0
package	com.google.android.googlequicksearchbox	com.google.android.googleapps.permission.GOOGLE_AUTH.cp	true	0
package	com.google.android.googlequicksearchbox	android.permission.SET_VOLUME_KEY_LONG_PRESS_LISTENER	true	0
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_SOUND_TRIGGER	true	0
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_VOICE_KEYPHRASES	true	0
package	com.google.android.googlequicksearchbox	android.permission.NFC	true	0
package	com.google.android.googlequicksearchbox	com.google.android.gm.permission.AUTO_SEND	true	0
package	com.google.android.googlequicksearchbox	com.google.android.googlequicksearchbox.permission.FINISH_GEL_ACTIVITY	true	0
package	com.google.android.googlequicksearchbox	android.permission.CALL_PRIVILEGED	true	0
package	com.google.android.googlequicksearchbox	android.permission.CHANGE_NETWORK_STATE	true	0
package	com.google.android.googlequicksearchbox	android.permission.FOREGROUND_SERVICE	true	0
package	com.google.android.googlequicksearchbox	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.google.android.googlequicksearchbox	com.google.android.googleapps.permission.GOOGLE_AUTH	true	0
package	com.google.android.googlequicksearchbox	android.permission.NEARBY_WIFI_DEVICES	true	320
package	com.google.android.googlequicksearchbox	com.google.android.providers.settings.permission.READ_GSETTINGS	true	0
package	com.google.android.googlequicksearchbox	com.google.android.googlequicksearchbox.permission.PAUSE_HOTWORD	true	0
package	com.google.android.googlequicksearchbox	android.permission.EXPAND_STATUS_BAR	true	0
package	com.google.android.googlequicksearchbox	android.permission.BLUETOOTH_CONNECT	true	320
package	com.google.android.googlequicksearchbox	android.permission.READ_PROFILE	true	0
package	com.google.android.googlequicksearchbox	android.permission.BLUETOOTH	true	0
package	com.google.android.googlequicksearchbox	android.permission.CHANGE_WIFI_MULTICAST_STATE	true	0
package	com.google.android.googlequicksearchbox	com.android.alarm.permission.SET_ALARM	true	0
package	com.google.android.googlequicksearchbox	android.permission.CAPTURE_AUDIO_HOTWORD	true	0
package	com.google.android.googlequicksearchbox	android.permission.GET_TASKS	true	0
package	com.google.android.googlequicksearchbox	android.permission.INTERNET	true	0
package	com.google.android.googlequicksearchbox	com.android.browser.permission.READ_HISTORY_BOOKMARKS	true	0
package	com.google.android.googlequicksearchbox	android.permission.BLUETOOTH_ADMIN	true	0
package	com.google.android.googlequicksearchbox	android.permission.SUBSCRIBE_TO_KEYGUARD_LOCKED_STATE	true	8000
package	com.google.android.googlequicksearchbox	android.permission.READ_EXTERNAL_STORAGE	false	2300
package	com.google.android.googlequicksearchbox	android.permission.GET_PACKAGE_SIZE	true	0
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_USB	true	0
package	com.google.android.googlequicksearchbox	android.permission.BIND_APPWIDGET	true	0
package	com.google.android.googlequicksearchbox	android.permission.STOP_APP_SWITCHES	true	0
package	com.google.android.googlequicksearchbox	com.google.android.apps.gsa.nga.engine.stash.BROADCAST	true	0
package	com.google.android.googlequicksearchbox	android.permission.PACKAGE_USAGE_STATS	true	0
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_COARSE_LOCATION	true	320
package	com.google.android.googlequicksearchbox	android.permission.READ_PHONE_STATE	true	320
package	com.google.android.googlequicksearchbox	android.permission.USE_FULL_SCREEN_INTENT	true	0
package	com.google.android.googlequicksearchbox	android.permission.SEND_SMS	true	3320
package	com.google.android.googlequicksearchbox	android.permission.BROADCAST_STICKY	true	0
package	com.google.android.googlequicksearchbox	android.permission.CALL_PHONE	true	320
package	com.google.android.googlequicksearchbox	android.permission.WRITE_SMS	true	0
package	com.google.android.googlequicksearchbox	android.permission.READ_MEDIA_IMAGES	false	300
package	com.google.android.googlequicksearchbox	com.google.android.gm.permission.READ_GMAIL	true	0
package	com.google.android.googlequicksearchbox	android.permission.WRITE_CONTACTS	true	320
package	com.google.android.googlequicksearchbox	android.permission.WRITE_APN_SETTINGS	true	0
package	com.google.android.googlequicksearchbox	com.google.android.providers.settings.permission.WRITE_GSETTINGS	true	0
package	com.google.android.googlequicksearchbox	android.permission.CHANGE_WIFI_STATE	true	0
package	com.google.android.googlequicksearchbox	android.permission.FLASHLIGHT	true	0
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.google.android.googlequicksearchbox	android.permission.CAMERA	false	300
package	com.google.android.googlequicksearchbox	android.permission.SET_WALLPAPER	true	0
package	com.google.android.googlequicksearchbox	com.google.android.gms.permission.ACTIVITY_RECOGNITION	true	0
package	com.google.android.googlequicksearchbox	android.permission.WRITE_CALENDAR	true	320
package	com.google.android.googlequicksearchbox	android.permission.READ_DREAM_STATE	true	0
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.RECEIVE_FIRST_LOAD_BROADCAST	true	0
package	com.google.android.googlequicksearchbox	com.google.android.finsky.permission.DSE	true	0
package	com.google.android.googlequicksearchbox	android.permission.READ_MEDIA_AUDIO	false	300
package	com.google.android.googlequicksearchbox	android.permission.READ_MEDIA_VIDEO	false	300
package	com.google.android.googlequicksearchbox	android.permission.USE_FINGERPRINT	true	0
package	com.google.android.googlequicksearchbox	android.permission.WRITE_DREAM_STATE	true	0
package	com.google.android.googlequicksearchbox	com.google.android.apps.maps.permission.TIMELINE_POST_VISIT_BADGE	true	0
package	com.google.android.googlequicksearchbox	android.permission.SCHEDULE_EXACT_ALARM	true	0
package	com.google.android.googlequicksearchbox	android.permission.SOUND_TRIGGER_RUN_IN_BATTERY_SAVER	true	0
package	com.google.android.googlequicksearchbox	android.permission.SUBSTITUTE_SHARE_TARGET_APP_NAME_AND_ICON	true	0
package	com.google.android.googlequicksearchbox	android.permission.GLOBAL_SEARCH	true	0
package	com.google.android.googlequicksearchbox	android.permission.SET_WALLPAPER_HINTS	true	0
package	com.google.android.googlequicksearchbox	android.permission.READ_SYNC_SETTINGS	true	0
package	com.google.android.googlequicksearchbox	android.permission.START_ACTIVITIES_FROM_BACKGROUND	true	0
package	com.google.android.googlequicksearchbox	com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS	true	0
package	com.google.android.googlequicksearchbox	com.android.browser.permission.WRITE_HISTORY_BOOKMARKS	true	0
package	com.google.android.googlequicksearchbox	android.permission.GET_ACCOUNTS	true	320
package	com.google.android.googlequicksearchbox	android.permission.SET_MEDIA_KEY_LISTENER	true	0
package	com.google.android.googlequicksearchbox	android.permission.WRITE_EXTERNAL_STORAGE	false	2300
package	com.google.android.googlequicksearchbox	android.permission.VIBRATE	true	0
package	com.google.android.googlequicksearchbox	com.google.android.apps.gsa.nga.permissions.EDIT_PREFERENCES	true	0
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_WIFI_STATE	true	0
package	com.google.android.googlequicksearchbox	com.google.android.deskclock.permission.RECEIVE_ALERT_BROADCASTS	true	0
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.WRITE_SETTINGS	true	0
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.RECEIVE_LAUNCH_BROADCASTS	true	0
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.READ_SETTINGS	true	0
package	com.google.android.googlequicksearchbox	android.permission.ACTIVITY_RECOGNITION	false	300
package	com.google.android.googlequicksearchbox	android.permission.CONTROL_INCALL_EXPERIENCE	true	0
package	com.google.android.googlequicksearchbox	com.android.launcher.permission.INSTALL_SHORTCUT	true	0
package	com.google.android.googlequicksearchbox	android.permission.QUERY_ALL_PACKAGES	true	0
package	com.google.android.googlequicksearchbox	android.permission.RECORD_AUDIO	true	320
package	com.google.android.googlequicksearchbox	com.google.android.gms.permission.AD_ID	true	0
package	com.google.android.googlequicksearchbox	android.permission.WAKE_LOCK	true	0
package	com.google.android.googlequicksearchbox	android.permission.READ_CONTACTS	true	320
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_BACKGROUND_LOCATION	true	3320
package	com.google.android.googlequicksearchbox	android.permission.BLUETOOTH_SCAN	true	320
package	com.google.android.googlequicksearchbox	android.permission.MEDIA_CONTENT_CONTROL	true	0
package	com.verizon.mips.services	android.permission.REAL_GET_TASKS	true	0
package	com.verizon.mips.services	com.verizon.mips.services.feature_change_permission	true	0
package	com.verizon.mips.services	android.permission.WRITE_SETTINGS	true	0
package	com.verizon.mips.services	com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE	true	0
package	com.verizon.mips.services	android.permission.POST_NOTIFICATIONS	false	100
package	com.verizon.mips.services	com.google.android.c2dm.permission.RECEIVE	true	0
package	com.verizon.mips.services	android.permission.ACCESS_FINE_LOCATION	false	100
package	com.verizon.mips.services	android.permission.MODIFY_AUDIO_SETTINGS	true	0
package	com.verizon.mips.services	com.verizon.mips.services.install_status_permission	true	0
package	com.verizon.mips.services	android.permission.CHANGE_NETWORK_STATE	true	0
package	com.verizon.mips.services	android.permission.FOREGROUND_SERVICE	true	0
package	com.verizon.mips.services	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.verizon.mips.services	android.permission.RECEIVE_SMS	true	3020
package	com.verizon.mips.services	android.permission.MANAGE_SUBSCRIPTION_PLANS	true	0
package	com.verizon.mips.services	android.permission.BLUETOOTH	true	0
package	com.verizon.mips.services	com.vzw.services.lc.SWITCH_ENV	true	0
package	com.verizon.mips.services	android.permission.GET_TASKS	true	0
package	com.verizon.mips.services	android.permission.INTERNET	true	0
package	com.verizon.mips.services	android.permission.BLUETOOTH_ADMIN	true	0
package	com.verizon.mips.services	com.verizon.svcs.fdo.FA_SWITCH_ENV	true	0
package	com.verizon.mips.services	android.permission.READ_EXTERNAL_STORAGE	false	2100
package	com.verizon.mips.services	com.verizon.mips.services.download_status_permission	true	0
package	com.verizon.mips.services	android.permission.GET_PACKAGE_SIZE	true	0
package	com.verizon.mips.services	android.permission.BATTERY_STATS	true	0
package	com.verizon.mips.services	android.permission.PACKAGE_USAGE_STATS	true	0
package	com.verizon.mips.services	android.permission.ACCESS_COARSE_LOCATION	false	100
package	com.verizon.mips.services	com.verizon.mips.services.RECEIVE_SUW_CARRIER_SCREENS_UPDATE	true	0
package	com.verizon.mips.services	android.permission.READ_PHONE_STATE	true	20
package	com.verizon.mips.services	android.permission.USE_FULL_SCREEN_INTENT	true	0
package	com.verizon.mips.services	android.permission.ACCESS_LOCATION_EXTRA_COMMANDS	true	0
package	com.verizon.mips.services	android.permission.READ_PRIVILEGED_PHONE_STATE	true	0
package	com.verizon.mips.services	android.permission.SEND_SMS	false	2100
package	com.verizon.mips.services	android.permission.CALL_PHONE	false	100
package	com.verizon.mips.services	android.permission.READ_MEDIA_IMAGES	false	100
package	com.verizon.mips.services	android.permission.SET_TIME	true	0
package	com.verizon.mips.services	android.permission.CHANGE_WIFI_STATE	true	0
package	com.verizon.mips.services	com.verizon.mips.services.COMPONENT_STATUS	true	0
package	com.verizon.mips.services	android.permission.ACCESS_BLUETOOTH_SHARE	true	0
package	com.verizon.mips.services	android.permission.MANAGE_USERS	true	0
package	com.verizon.mips.services	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.verizon.mips.services	android.permission.CAMERA	false	100
package	com.verizon.mips.services	android.permission.READ_NETWORK_USAGE_HISTORY	true	0
package	com.verizon.mips.services	android.permission.READ_MEDIA_AUDIO	false	100
package	com.verizon.mips.services	android.permission.READ_MEDIA_VIDEO	false	100
package	com.verizon.mips.services	android.permission.KILL_BACKGROUND_PROCESSES	true	0
package	com.verizon.mips.services	android.permission.USE_FINGERPRINT	true	0
package	com.verizon.mips.services	android.permission.CONNECTIVITY_USE_RESTRICTED_NETWORKS	true	0
package	com.verizon.mips.services	com.verizon.vzwavs.mvs.permission.WRITE	true	0
package	com.verizon.mips.services	android.permission.REBOOT	true	0
package	com.verizon.mips.services	android.permission.PROCESS_OUTGOING_CALLS	true	3020
package	com.verizon.mips.services	android.permission.WRITE_EXTERNAL_STORAGE	false	2100
package	com.verizon.mips.services	android.permission.VIBRATE	true	0
package	com.verizon.mips.services	com.verizon.services.eps.EPS_SWITCH_ENV	true	0
package	com.verizon.mips.services	com.verizon.mips.services.sku_launch	true	0
package	com.verizon.mips.services	android.permission.ACCESS_WIFI_STATE	true	0
package	com.verizon.mips.services	android.permission.USE_BIOMETRIC	true	0
package	com.verizon.mips.services	android.permission.MODIFY_PHONE_STATE	true	0
package	com.verizon.mips.services	android.permission.QUERY_ALL_PACKAGES	true	0
package	com.verizon.mips.services	android.permission.RECORD_AUDIO	false	100
package	com.verizon.mips.services	com.google.android.gms.permission.AD_ID	true	0
package	com.verizon.mips.services	android.permission.WAKE_LOCK	true	0
package	com.verizon.mips.services	android.permission.ACCESS_BACKGROUND_LOCATION	false	2100
package	com.verizon.mips.services	android.permission.DELETE_PACKAGES	true	0
package	com.google.pixel.livewallpaper	android.permission.POST_NOTIFICATIONS	false	100
package	com.google.pixel.livewallpaper	android.permission.ACCESS_FINE_LOCATION	false	100
package	com.google.pixel.livewallpaper	android.permission.FOREGROUND_SERVICE	true	0
package	com.google.pixel.livewallpaper	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.google.pixel.livewallpaper	android.permission.INTERNET	true	0
package	com.google.pixel.livewallpaper	com.breel.wallpapers.notifications	true	0
package	com.google.pixel.livewallpaper	com.google.pixel.livewallpaper.permission.RECEIVE_PLACE_PICKER_RESULT	true	0
package	com.google.pixel.livewallpaper	android.permission.ACCESS_COARSE_LOCATION	false	100
package	com.google.pixel.livewallpaper	android.permission.AMBIENT_WALLPAPER	true	0
package	com.google.pixel.livewallpaper	com.google.pixel.livewallpaper.permission.DOWNLOAD_LIVE_WALLPAPER	true	0
package	com.google.pixel.livewallpaper	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.google.pixel.livewallpaper	android.permission.VIBRATE	true	0
package	com.google.pixel.livewallpaper	android.permission.ACCESS_WIFI_STATE	true	0
package	com.google.android.onetimeinitializer	android.permission.CHANGE_COMPONENT_ENABLED_STATE	true	0
package	com.google.android.onetimeinitializer	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.google.android.onetimeinitializer	com.google.android.onetimeinitializer.permission.ONE_TIME_INITIALIZED	true	0
package	com.google.android.onetimeinitializer	com.google.android.onetimeinitializer.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true	0
package	com.qorvo.uwb.vendorservice	android.permission.NFC_SET_CONTROLLER_ALWAYS_ON	true	0
package	com.android.hbmsvmanager	android.permission.POST_NOTIFICATIONS	true	30
package	com.android.hbmsvmanager	android.permission.INTERNAL_SYSTEM_WINDOW	true	0
package	com.android.hbmsvmanager	android.permission.RECEIVE_BOOT_COMPLETED	true	0
package	com.android.hbmsvmanager	android.permission.DEVICE_POWER	true	0
package	com.android.hbmsvmanager	android.permission.INTERACT_ACROSS_USERS_FULL	true	0
package	com.android.hbmsvmanager	android.permission.STATUS_BAR_SERVICE	true	0
package	com.android.hbmsvmanager	android.permission.CONTROL_DISPLAY_BRIGHTNESS	true	0
package	com.android.hbmsvmanager	android.permission.CAMERA_OPEN_CLOSE_LISTENER	true	0
package	com.android.hbmsvmanager	android.permission.MANAGE_USERS	true	0
package	com.android.hbmsvmanager	android.permission.CREATE_USERS	true	0
package	com.android.hbmsvmanager	android.permission.READ_DEVICE_CONFIG	true	0
package	com.google.android.apps.diagnosticstool	android.permission.WRITE_SETTINGS	true	0
package	com.google.android.apps.diagnosticstool	android.permission.READ_SMS	false	2100
package	com.google.android.apps.diagnosticstool	android.permission.ACCESS_FINE_LOCATION	true	20
package	com.google.android.apps.diagnosticstool	android.permission.MODIFY_AUDIO_SETTINGS	true	0
package	com.google.android.apps.diagnosticstool	android.permission.ACCESS_NOTIFICATION_POLICY	true	0
package	com.google.android.apps.diagnosticstool	com.google.android.providers.gsf.permission.READ_GSERVICES	true	0
package	com.google.android.apps.diagnosticstool	android.permission.NFC	true	0
package	com.google.android.apps.diagnosticstool	android.permission.FOREGROUND_SERVICE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.NEARBY_WIFI_DEVICES	true	20
package	com.google.android.apps.diagnosticstool	android.permission.RECEIVE_SMS	false	2100
package	com.google.android.apps.diagnosticstool	android.permission.BLUETOOTH_CONNECT	true	20
package	com.google.android.apps.diagnosticstool	android.permission.BLUETOOTH	true	0
package	com.google.android.apps.diagnosticstool	com.android.alarm.permission.SET_ALARM	true	0
package	com.google.android.apps.diagnosticstool	android.permission.INTERNET	true	0
package	com.google.android.apps.diagnosticstool	android.permission.BLUETOOTH_ADMIN	true	0
package	com.google.android.apps.diagnosticstool	android.permission.READ_PRECISE_PHONE_STATE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.GET_PACKAGE_SIZE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.ACCESS_COARSE_LOCATION	true	20
package	com.google.android.apps.diagnosticstool	android.permission.READ_PHONE_STATE	true	20
package	com.google.android.apps.diagnosticstool	android.permission.READ_PRIVILEGED_PHONE_STATE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.CALL_PHONE	false	100
package	com.google.android.apps.diagnosticstool	android.permission.CHANGE_WIFI_STATE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.ACCESS_NETWORK_STATE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.CAMERA	true	20
package	com.google.android.apps.diagnosticstool	android.permission.VIBRATE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.ACCESS_WIFI_STATE	true	0
package	com.google.android.apps.diagnosticstool	android.permission.USE_BIOMETRIC	true	0
